----------------------------------------------------------------------------------------------------,,,,,,,,
Accel-Sim-build,,,,,,,,
RTX2060-SASS-accel-b78bf0c-gpgpu-1d39b6f,2060.0,2056.0,2048.0,0.0,0.0,7936.0,0.0,0.0,334184.8
RTX2060-SASS-accel-5a776a7-gpgpu-13c6711,2060.0,2056.0,2048.0,0.0,0.0,7936.0,0.0,0.0,334184.8
RTX2060-SASS-accel-2390972-gpgpu-13c6711,2060.0,2056.0,2048.0,0.0,0.0,7936.0,0.0,0.0,334185.8
RTX2060-SASS-accel-a3cf331-gpgpu-13c6711,2060.0,2056.0,2048.0,0.0,0.0,7936.0,0.0,0.0,334184.8
RTX2060-SASS-accel-7442333-gpgpu-13c6711,2060.0,2056.0,2048.0,0.0,0.0,7936.0,0.0,0.0,334184.8
RTX2060-SASS-accel-4f07904-gpgpu-74cdacd,2060.0,2056.0,2048.0,0.0,0.0,7936.0,0.0,0.0,1762.5

----------------------------------------------------------------------------------------------------,,,,,,,,
total dram writes\s*=\s*(.*),,,,,,,,
CFG,l1_bw_32f/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_bw_64f/NO_ARGS--_Z5l1_bwPjS_PdS0_--0,l1_bw_128/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,mem_lat/NO_ARGS--_Z7mem_latPjS_PmS0_--0,shared_bw/NO_ARGS--_Z9shared_bwPjS_Pf--0,shared_lat/NO_ARGS--_Z10shared_latPjS_Pmj--0,AV--VG
RTX2060-SASS-accel-f677b74-gpgpu-deb5eb5,NA,NA,NA,0.0,0.0,NA,NA,NA,76975.1
RTX2060-SASS-accel-c366657-gpgpu-deb5eb5,NA,NA,NA,0.0,0.0,NA,NA,NA,76979.8
RTX2060-SASS-accel-a72607f-gpgpu-deb5eb5,NA,NA,NA,0.0,0.0,NA,NA,NA,76979.8
RTX2060-SASS-accel-4dbd5b1-gpgpu-deb5eb5,NA,NA,NA,0.0,0.0,NA,NA,NA,76975.1
RTX2060-SASS-accel-60ad810-gpgpu-deb5eb5,NA,NA,NA,0.0,0.0,NA,NA,NA,76979.8
RTX2060-SASS-accel-0ce7699-gpgpu-deb5eb5,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0
RTX2060-SASS-accel-6812c12-gpgpu-deb5eb5,0.0,NA,0.0,0.0,0.0,139257.0,0.0,0.0,76979.8
RTX2060-SASS-accel-31082a4-gpgpu-1ee03f0,0.0,NA,0.0,0.0,0.0,139257.0,0.0,0.0,76549.6
RTX2060-SASS-accel-28e2777-gpgpu-1ee03f0,0.0,NA,0.0,0.0,0.0,139257.0,0.0,0.0,76549.6
RTX2060-SASS-accel-10dc9a0-gpgpu-1ee03f0,0.0,NA,0.0,0.0,0.0,139257.0,0.0,0.0,76549.6
RTX2060-SASS-accel-9719269-gpgpu-c51350d,0.0,NA,0.0,0.0,0.0,139253.0,0.0,0.0,76549.3
RTX2060-SASS-accel-6b6f836-gpgpu-585dcf5,0.0,NA,0.0,0.0,0.0,139253.0,0.0,0.0,76547.6
RTX2060-SASS-accel-252e8c4-gpgpu-585dcf5,0.0,NA,0.0,0.0,0.0,139253.0,0.0,0.0,76547.6
RTX2060-SASS-accel-a4e0907-gpgpu-6c9e13d,0.0,NA,0.0,0.0,0.0,139017.0,0.0,0.0,76534.3
RTX2060-SASS-accel-fea3381-gpgpu-6ad461a,0.0,NA,0.0,0.0,0.0,139017.0,0.0,0.0,81617.7
RTX2060-SASS-accel-16c3068-gpgpu-6ad461a,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76535.3
RTX2060-SASS-accel-8f124d9-gpgpu-99b5997,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76475.1
RTX2060-SASS-accel-7a31963-gpgpu-84c4f46,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76484.3
RTX2060-SASS-accel-a8c1d6d-gpgpu-84c4f46,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76481.1
RTX2060-SASS-accel-000be7f-gpgpu-e466afb,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76464.8
RTX2060-SASS-accel-1cb6168-gpgpu-d38b300,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76467.3
RTX2060-SASS-accel-a9305c5-gpgpu-d38b300,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76460.1
RTX2060-SASS-accel-5b93243-gpgpu-d38b300,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76466.8
RTX2060-SASS-accel-5745567-gpgpu-d38b300,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76457.3
RTX2060-SASS-accel-8d1cf8e-gpgpu-d38b300,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76466.6
RTX2060-SASS-accel-17f819f-gpgpu-d38b300,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76497.1
RTX2060-SASS-accel-052e574-gpgpu-d38b300,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76483.1
RTX2060-SASS-accel-b78bf0c-gpgpu-1d39b6f,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76461.3
RTX2060-SASS-accel-5a776a7-gpgpu-13c6711,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76493.8
RTX2060-SASS-accel-2390972-gpgpu-13c6711,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76488.6
RTX2060-SASS-accel-a3cf331-gpgpu-13c6711,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76487.8
RTX2060-SASS-accel-7442333-gpgpu-13c6711,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,76475.3
RTX2060-SASS-accel-4f07904-gpgpu-74cdacd,0.0,0.0,0.0,0.0,0.0,139017.0,0.0,0.0,17377.1

----------------------------------------------------------------------------------------------------,,,,,,,,
kernel_launch_uid\s*=\s*(.*),,,,,,,,
CFG,l1_bw_32f/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_bw_64f/NO_ARGS--_Z5l1_bwPjS_PdS0_--0,l1_bw_128/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,mem_lat/NO_ARGS--_Z7mem_latPjS_PmS0_--0,shared_bw/NO_ARGS--_Z9shared_bwPjS_Pf--0,shared_lat/NO_ARGS--_Z10shared_latPjS_Pmj--0,AV--VG
RTX2060-SASS-accel-f677b74-gpgpu-deb5eb5,NA,NA,NA,2.0,2.0,NA,NA,NA,1.1
RTX2060-SASS-accel-c366657-gpgpu-deb5eb5,NA,NA,NA,2.0,2.0,NA,NA,NA,1.1
RTX2060-SASS-accel-a72607f-gpgpu-deb5eb5,NA,NA,NA,2.0,2.0,NA,NA,NA,1.1
RTX2060-SASS-accel-4dbd5b1-gpgpu-deb5eb5,NA,NA,NA,2.0,2.0,NA,NA,NA,1.1
RTX2060-SASS-accel-60ad810-gpgpu-deb5eb5,NA,NA,NA,2.0,2.0,NA,NA,NA,1.1
RTX2060-SASS-accel-0ce7699-gpgpu-deb5eb5,NA,NA,NA,2.0,2.0,NA,NA,NA,1.7
RTX2060-SASS-accel-6812c12-gpgpu-deb5eb5,1.0,NA,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-31082a4-gpgpu-1ee03f0,1.0,NA,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-28e2777-gpgpu-1ee03f0,1.0,NA,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-10dc9a0-gpgpu-1ee03f0,1.0,NA,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-9719269-gpgpu-c51350d,1.0,NA,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-6b6f836-gpgpu-585dcf5,1.0,NA,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-252e8c4-gpgpu-585dcf5,1.0,NA,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-a4e0907-gpgpu-6c9e13d,1.0,NA,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-fea3381-gpgpu-6ad461a,1.0,NA,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-16c3068-gpgpu-6ad461a,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-8f124d9-gpgpu-99b5997,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-7a31963-gpgpu-84c4f46,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-a8c1d6d-gpgpu-84c4f46,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-000be7f-gpgpu-e466afb,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-1cb6168-gpgpu-d38b300,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-a9305c5-gpgpu-d38b300,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-5b93243-gpgpu-d38b300,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-5745567-gpgpu-d38b300,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-8d1cf8e-gpgpu-d38b300,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-17f819f-gpgpu-d38b300,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-052e574-gpgpu-d38b300,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-b78bf0c-gpgpu-1d39b6f,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-5a776a7-gpgpu-13c6711,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-2390972-gpgpu-13c6711,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-a3cf331-gpgpu-13c6711,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-7442333-gpgpu-13c6711,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.1
RTX2060-SASS-accel-4f07904-gpgpu-74cdacd,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.2

----------------------------------------------------------------------------------------------------,,,,,,,,
gpu_ipc\s*=\s*(.*),,,,,,,,
CFG,l1_bw_32f/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_bw_64f/NO_ARGS--_Z5l1_bwPjS_PdS0_--0,l1_bw_128/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,mem_lat/NO_ARGS--_Z7mem_latPjS_PmS0_--0,shared_bw/NO_ARGS--_Z9shared_bwPjS_Pf--0,shared_lat/NO_ARGS--_Z10shared_latPjS_Pmj--0,AV--VG
RTX2060-SASS-accel-f677b74-gpgpu-deb5eb5,NA,NA,NA,0.0442,0.0442,NA,NA,NA,57.5
RTX2060-SASS-accel-c366657-gpgpu-deb5eb5,NA,NA,NA,0.0442,0.0442,NA,NA,NA,57.5
RTX2060-SASS-accel-a72607f-gpgpu-deb5eb5,NA,NA,NA,0.0442,0.0442,NA,NA,NA,57.5
RTX2060-SASS-accel-4dbd5b1-gpgpu-deb5eb5,NA,NA,NA,0.0442,0.0442,NA,NA,NA,57.5
RTX2060-SASS-accel-60ad810-gpgpu-deb5eb5,NA,NA,NA,0.0442,0.0442,NA,NA,NA,57.5
RTX2060-SASS-accel-0ce7699-gpgpu-deb5eb5,NA,NA,NA,0.0442,0.0442,NA,NA,NA,13.7
RTX2060-SASS-accel-6812c12-gpgpu-deb5eb5,81.2260,NA,75.3304,0.0442,0.0442,4.2090,38.9295,0.8351,57.5
RTX2060-SASS-accel-31082a4-gpgpu-1ee03f0,66.6363,NA,72.0943,0.0469,0.0469,4.4695,36.4052,0.8354,57.2
RTX2060-SASS-accel-28e2777-gpgpu-1ee03f0,66.6363,NA,72.0943,0.0469,0.0469,4.4695,36.4052,0.8354,57.2
RTX2060-SASS-accel-10dc9a0-gpgpu-1ee03f0,66.6363,NA,72.0943,0.0469,0.0469,4.4695,36.4052,0.8354,57.2
RTX2060-SASS-accel-9719269-gpgpu-c51350d,66.6363,NA,72.0943,0.0469,0.0469,4.4720,36.4052,0.8354,57.2
RTX2060-SASS-accel-6b6f836-gpgpu-585dcf5,63.6893,NA,70.0127,0.0467,0.0467,4.4715,35.2237,0.8289,56.0
RTX2060-SASS-accel-252e8c4-gpgpu-585dcf5,63.6893,NA,70.0127,0.0467,0.0467,4.4715,35.2237,0.8289,56.0
RTX2060-SASS-accel-a4e0907-gpgpu-6c9e13d,67.1432,NA,54.0875,0.0453,0.0453,4.5877,35.3197,0.8081,55.4
RTX2060-SASS-accel-fea3381-gpgpu-6ad461a,56.0652,NA,48.5570,0.0327,0.0327,4.0136,35.1382,0.6458,52.7
RTX2060-SASS-accel-16c3068-gpgpu-6ad461a,63.4429,7.0119,49.6552,0.0327,0.0327,4.0136,35.0935,0.6458,50.6
RTX2060-SASS-accel-8f124d9-gpgpu-99b5997,69.2115,6.0048,70.3098,0.0415,0.0415,4.0120,35.5742,0.6809,54.4
RTX2060-SASS-accel-7a31963-gpgpu-84c4f46,69.2115,6.0048,70.3098,0.0415,0.0415,4.0121,35.5490,0.6809,54.1
RTX2060-SASS-accel-a8c1d6d-gpgpu-84c4f46,69.7425,6.0048,70.3005,0.0415,0.0415,4.0125,35.5742,0.6809,54.1
RTX2060-SASS-accel-000be7f-gpgpu-e466afb,69.3090,6.1723,70.3317,0.0415,0.0415,4.0121,35.5510,0.6809,54.2
RTX2060-SASS-accel-1cb6168-gpgpu-d38b300,68.9221,6.1469,70.4405,0.0415,0.0415,4.0120,35.5598,0.6809,54.4
RTX2060-SASS-accel-a9305c5-gpgpu-d38b300,69.0872,6.0708,70.4405,0.0415,0.0415,4.0119,35.5703,0.6809,54.4
RTX2060-SASS-accel-5b93243-gpgpu-d38b300,69.6061,6.2643,70.4405,0.0415,0.0415,4.0125,35.5791,0.6809,54.5
RTX2060-SASS-accel-5745567-gpgpu-d38b300,69.6061,6.2643,70.4405,0.0415,0.0415,4.0123,35.5766,0.6809,54.4
RTX2060-SASS-accel-8d1cf8e-gpgpu-d38b300,69.0872,6.2023,70.4405,0.0415,0.0415,4.0120,35.5647,0.6809,54.4
RTX2060-SASS-accel-17f819f-gpgpu-d38b300,68.9008,6.2714,70.3066,0.0415,0.0415,4.0117,35.5647,0.6809,54.4
RTX2060-SASS-accel-052e574-gpgpu-d38b300,69.0872,6.1312,70.4405,0.0415,0.0415,4.0126,35.5791,0.6809,54.3
RTX2060-SASS-accel-b78bf0c-gpgpu-1d39b6f,69.2402,6.0665,70.4068,0.0415,0.0415,4.0134,35.7432,0.6809,54.4
RTX2060-SASS-accel-5a776a7-gpgpu-13c6711,70.0903,6.3161,70.9448,0.0415,0.0415,4.0114,35.6795,0.6809,54.6
RTX2060-SASS-accel-2390972-gpgpu-13c6711,69.9057,6.3161,70.9142,0.0415,0.0415,4.0113,35.6916,0.6809,54.5
RTX2060-SASS-accel-a3cf331-gpgpu-13c6711,69.7251,6.3161,70.9448,0.0415,0.0415,4.0111,35.6901,0.6809,54.5
RTX2060-SASS-accel-7442333-gpgpu-13c6711,69.3910,6.3161,70.9448,0.0415,0.0415,4.0115,35.6916,0.6809,54.6
RTX2060-SASS-accel-4f07904-gpgpu-74cdacd,70.0418,6.3161,70.9976,0.0415,0.0415,4.0112,35.6844,0.6809,23.5

----------------------------------------------------------------------------------------------------,,,,,,,,
gpu_occupancy\s*=\s*(.*)%,,,,,,,,
CFG,l1_bw_32f/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_bw_64f/NO_ARGS--_Z5l1_bwPjS_PdS0_--0,l1_bw_128/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,mem_lat/NO_ARGS--_Z7mem_latPjS_PmS0_--0,shared_bw/NO_ARGS--_Z9shared_bwPjS_Pf--0,shared_lat/NO_ARGS--_Z10shared_latPjS_Pmj--0,AV--VG
RTX2060-SASS-accel-f677b74-gpgpu-deb5eb5,NA,NA,NA,3.1250,3.1250,NA,NA,NA,70.5
RTX2060-SASS-accel-c366657-gpgpu-deb5eb5,NA,NA,NA,3.1250,3.1250,NA,NA,NA,70.5
RTX2060-SASS-accel-a72607f-gpgpu-deb5eb5,NA,NA,NA,3.1250,3.1250,NA,NA,NA,70.5
RTX2060-SASS-accel-4dbd5b1-gpgpu-deb5eb5,NA,NA,NA,3.1250,3.1250,NA,NA,NA,70.5
RTX2060-SASS-accel-60ad810-gpgpu-deb5eb5,NA,NA,NA,3.1250,3.1250,NA,NA,NA,70.5
RTX2060-SASS-accel-0ce7699-gpgpu-deb5eb5,NA,NA,NA,3.1250,3.1250,NA,NA,NA,35.4
RTX2060-SASS-accel-6812c12-gpgpu-deb5eb5,99.6815,NA,99.9758,3.1250,3.1250,16.9240,99.9970,3.1250,70.5
RTX2060-SASS-accel-31082a4-gpgpu-1ee03f0,99.7168,NA,99.9769,3.1250,3.1250,17.0936,99.9975,3.1250,70.5
RTX2060-SASS-accel-28e2777-gpgpu-1ee03f0,99.7168,NA,99.9769,3.1250,3.1250,17.0936,99.9975,3.1250,70.5
RTX2060-SASS-accel-10dc9a0-gpgpu-1ee03f0,99.7168,NA,99.9769,3.1250,3.1250,17.0936,99.9975,3.1250,70.5
RTX2060-SASS-accel-9719269-gpgpu-c51350d,99.7168,NA,99.9769,3.1250,3.1250,17.1260,99.9975,3.1250,70.5
RTX2060-SASS-accel-6b6f836-gpgpu-585dcf5,99.7215,NA,99.9779,3.1250,3.1250,17.2382,99.9973,3.1250,70.5
RTX2060-SASS-accel-252e8c4-gpgpu-585dcf5,99.7215,NA,99.9779,3.1250,3.1250,17.2382,99.9973,3.1250,70.5
RTX2060-SASS-accel-a4e0907-gpgpu-6c9e13d,99.7108,NA,99.9816,3.1250,3.1250,17.4743,99.9974,3.1250,70.5
RTX2060-SASS-accel-fea3381-gpgpu-6ad461a,99.7931,NA,99.9855,3.1250,3.1250,16.3453,99.9977,3.1250,68.5
RTX2060-SASS-accel-16c3068-gpgpu-6ad461a,99.7513,99.9337,99.9851,3.1250,3.1250,16.3635,99.9977,3.1250,70.5
RTX2060-SASS-accel-8f124d9-gpgpu-99b5997,99.8186,99.9516,99.9873,3.1250,3.1250,19.5740,99.9983,3.1250,70.7
RTX2060-SASS-accel-7a31963-gpgpu-84c4f46,99.8186,99.9516,99.9873,3.1250,3.1250,19.4066,99.9983,3.1250,70.6
RTX2060-SASS-accel-a8c1d6d-gpgpu-84c4f46,99.8092,99.9516,99.9851,3.1250,3.1250,19.5854,99.9983,3.1250,70.7
RTX2060-SASS-accel-000be7f-gpgpu-e466afb,99.7955,99.9534,99.9883,3.1250,3.1250,19.5274,99.9983,3.1250,70.6
RTX2060-SASS-accel-1cb6168-gpgpu-d38b300,99.8395,99.9537,99.9863,3.1250,3.1250,19.4211,99.9984,3.1250,70.6
RTX2060-SASS-accel-a9305c5-gpgpu-d38b300,99.8391,99.9497,99.9863,3.1250,3.1250,19.4772,99.9984,3.1250,70.6
RTX2060-SASS-accel-5b93243-gpgpu-d38b300,99.8249,99.9527,99.9863,3.1250,3.1250,19.6834,99.9988,3.1250,70.7
RTX2060-SASS-accel-5745567-gpgpu-d38b300,99.8249,99.9527,99.9863,3.1250,3.1250,19.5455,99.9984,3.1250,70.7
RTX2060-SASS-accel-8d1cf8e-gpgpu-d38b300,99.8391,99.9503,99.9863,3.1250,3.1250,19.6887,99.9986,3.1250,70.7
RTX2060-SASS-accel-17f819f-gpgpu-d38b300,99.8269,99.9520,99.9851,3.1250,3.1250,19.5362,99.9986,3.1250,70.6
RTX2060-SASS-accel-052e574-gpgpu-d38b300,99.8391,99.9539,99.9863,3.1250,3.1250,19.5698,99.9988,3.1250,70.7
RTX2060-SASS-accel-b78bf0c-gpgpu-1d39b6f,99.8186,99.9500,99.9839,3.1250,3.1250,19.1507,99.9984,3.1250,70.6
RTX2060-SASS-accel-5a776a7-gpgpu-13c6711,99.8727,99.9510,99.9901,3.1250,3.1250,19.8393,99.9983,3.1250,70.7
RTX2060-SASS-accel-2390972-gpgpu-13c6711,99.7963,99.9510,99.9846,3.1250,3.1250,19.7954,99.9984,3.1250,70.7
RTX2060-SASS-accel-a3cf331-gpgpu-13c6711,99.7888,99.9510,99.9901,3.1250,3.1250,19.5507,99.9987,3.1250,70.7
RTX2060-SASS-accel-7442333-gpgpu-13c6711,99.8055,99.9510,99.9901,3.1250,3.1250,19.7854,99.9984,3.1250,70.7
RTX2060-SASS-accel-4f07904-gpgpu-74cdacd,99.8728,99.9510,99.9845,3.1250,3.1250,19.7374,99.9984,3.1250,53.6

----------------------------------------------------------------------------------------------------,,,,,,,,
L2_BW\s*=\s*(.*)+GB\/Sec,,,,,,,,
CFG,l1_bw_32f/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_bw_64f/NO_ARGS--_Z5l1_bwPjS_PdS0_--0,l1_bw_128/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,mem_lat/NO_ARGS--_Z7mem_latPjS_PmS0_--0,shared_bw/NO_ARGS--_Z9shared_bwPjS_Pf--0,shared_lat/NO_ARGS--_Z10shared_latPjS_Pmj--0,AV--VG
RTX2060-SASS-accel-f677b74-gpgpu-deb5eb5,NA,NA,NA,,,NA,NA,NA,NA
RTX2060-SASS-accel-c366657-gpgpu-deb5eb5,NA,NA,NA,,,NA,NA,NA,NA
RTX2060-SASS-accel-a72607f-gpgpu-deb5eb5,NA,NA,NA,,,NA,NA,NA,NA
RTX2060-SASS-accel-4dbd5b1-gpgpu-deb5eb5,NA,NA,NA,,,NA,NA,NA,NA
RTX2060-SASS-accel-60ad810-gpgpu-deb5eb5,NA,NA,NA,,,NA,NA,NA,NA
RTX2060-SASS-accel-0ce7699-gpgpu-deb5eb5,NA,NA,NA,,,NA,NA,NA,NA
RTX2060-SASS-accel-6812c12-gpgpu-deb5eb5,,NA,,,,,,,NA
RTX2060-SASS-accel-31082a4-gpgpu-1ee03f0,,NA,,,,,,,NA
RTX2060-SASS-accel-28e2777-gpgpu-1ee03f0,,NA,,,,,,,NA
RTX2060-SASS-accel-10dc9a0-gpgpu-1ee03f0,,NA,,,,,,,NA
RTX2060-SASS-accel-9719269-gpgpu-c51350d,,NA,,,,,,,NA
RTX2060-SASS-accel-6b6f836-gpgpu-585dcf5,,NA,,,,,,,NA
RTX2060-SASS-accel-252e8c4-gpgpu-585dcf5,,NA,,,,,,,NA
RTX2060-SASS-accel-a4e0907-gpgpu-6c9e13d,,NA,,,,,,,NA
RTX2060-SASS-accel-fea3381-gpgpu-6ad461a,,NA,,,,,,,NA
RTX2060-SASS-accel-16c3068-gpgpu-6ad461a,,,,,,,,,NA
RTX2060-SASS-accel-8f124d9-gpgpu-99b5997,,,,,,,,,NA
RTX2060-SASS-accel-7a31963-gpgpu-84c4f46,,,,,,,,,NA
RTX2060-SASS-accel-a8c1d6d-gpgpu-84c4f46,,,,,,,,,NA
RTX2060-SASS-accel-000be7f-gpgpu-e466afb,,,,,,,,,NA
RTX2060-SASS-accel-1cb6168-gpgpu-d38b300,,,,,,,,,NA
RTX2060-SASS-accel-a9305c5-gpgpu-d38b300,,,,,,,,,NA
RTX2060-SASS-accel-5b93243-gpgpu-d38b300,,,,,,,,,NA
RTX2060-SASS-accel-5745567-gpgpu-d38b300,,,,,,,,,NA
RTX2060-SASS-accel-8d1cf8e-gpgpu-d38b300,,,,,,,,,NA
RTX2060-SASS-accel-17f819f-gpgpu-d38b300,,,,,,,,,NA
RTX2060-SASS-accel-052e574-gpgpu-d38b300,,,,,,,,,NA
RTX2060-SASS-accel-b78bf0c-gpgpu-1d39b6f,,,,,,,,,NA
RTX2060-SASS-accel-5a776a7-gpgpu-13c6711,,,,,,,,,NA
RTX2060-SASS-accel-2390972-gpgpu-13c6711,,,,,,,,,NA
RTX2060-SASS-accel-a3cf331-gpgpu-13c6711,,,,,,,,,NA
RTX2060-SASS-accel-7442333-gpgpu-13c6711,,,,,,,,,NA
RTX2060-SASS-accel-4f07904-gpgpu-74cdacd,,,,,,,,,NA

----------------------------------------------------------------------------------------------------,,,,,,,,
gpgpu_simulation_rate\s+=\s+(.*)\s+\(inst\/sec\),,,,,,,,
CFG,l1_bw_32f/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_bw_64f/NO_ARGS--_Z5l1_bwPjS_PdS0_--0,l1_bw_128/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,mem_lat/NO_ARGS--_Z7mem_latPjS_PmS0_--0,shared_bw/NO_ARGS--_Z9shared_bwPjS_Pf--0,shared_lat/NO_ARGS--_Z10shared_latPjS_Pmj--0,AV--VG
RTX2060-SASS-accel-f677b74-gpgpu-deb5eb5,NA,NA,NA,113,113,NA,NA,NA,89903.8
RTX2060-SASS-accel-c366657-gpgpu-deb5eb5,NA,NA,NA,114,114,NA,NA,NA,95337.7
RTX2060-SASS-accel-a72607f-gpgpu-deb5eb5,NA,NA,NA,117,117,NA,NA,NA,101781.1
RTX2060-SASS-accel-4dbd5b1-gpgpu-deb5eb5,NA,NA,NA,122,122,NA,NA,NA,87565.2
RTX2060-SASS-accel-60ad810-gpgpu-deb5eb5,NA,NA,NA,117,117,NA,NA,NA,101285.1
RTX2060-SASS-accel-0ce7699-gpgpu-deb5eb5,NA,NA,NA,110,110,NA,NA,NA,30341.3
RTX2060-SASS-accel-6812c12-gpgpu-deb5eb5,170764,NA,154250,109,109,11043,115341,2061,90913.9
RTX2060-SASS-accel-31082a4-gpgpu-1ee03f0,152064,NA,148826,125,125,11135,148092,1941,93663.9
RTX2060-SASS-accel-28e2777-gpgpu-1ee03f0,133816,NA,149394,124,124,11179,150017,2063,90071.4
RTX2060-SASS-accel-10dc9a0-gpgpu-1ee03f0,139392,NA,149394,126,126,11280,120222,2063,91945.4
RTX2060-SASS-accel-9719269-gpgpu-c51350d,152064,NA,148262,125,125,11224,149758,2000,91552.2
RTX2060-SASS-accel-6b6f836-gpgpu-585dcf5,133816,NA,195706,118,118,10982,106078,2063,80582.2
RTX2060-SASS-accel-252e8c4-gpgpu-585dcf5,145452,NA,166559,119,119,11235,109917,2129,85423.2
RTX2060-SASS-accel-a4e0907-gpgpu-6c9e13d,145452,NA,120806,125,125,12335,138718,2129,82866.0
RTX2060-SASS-accel-fea3381-gpgpu-6ad461a,152064,NA,82926,87,87,9861,114120,1650,72305.9
